A,B,C
17.131322828128077,4.18105134102903e-5,18.029592096092767
17.564303265453262,6.820154575987747e-5,29.40997251832259
18.101628006715263,9.321387240650971e-5,40.19582540627162
18.776013988082283,0.00016993625942716045,73.28016783102757
19.079707476541124,0.0002335648849659035,100.71819885544983
19.799198276527413,0.00035320953296970006,152.31154282663724
20.49378452961869,0.0005812453109750297,250.64547191298445
21.11010757035913,0.0008538987597992252,368.2194997096218
22.10287787881446,0.0012618624532583255,544.1422134755022
23.002647912358896,0.0018274654605887097,788.0423878268746
24.333882104457135,0.0027546124762501405,1187.848109929565
25.811327162293253,0.004263186451122034,1838.3776345688725
27.332831569546542,0.007073155777507492,3050.096808167765
28.955794376647987,0.01151710591996303,4966.423631940446
30.6781664335023,0.018463826434318632,7961.998836921446
32.46887621943323,0.02941895685560409,12686.086554214613
34.46586432583992,0.04629965373982399,19965.405899892932
36.97134346740845,0.06919412503260675,29837.99403613397
40.143826765928374,0.09878448267891343,42597.992295545555
44.16503606713506,0.1285618821746107,55438.64702086366
49.26503292488583,0.15827463546932202,68251.4249147518
55.559339271914574,0.18437194203506155,79505.14446537475
64.11576681739366,0.2091459699745918,90188.23782861013
73.91727391972712,0.2298761148724349,99127.52190133385
88.08726435107707,0.24508588349004698,105686.30106198408
108.47741383938808,0.25643802249238723,110581.58741309513
135.89968123843647,0.26463051158982853,114114.36480879677
178.05293034940073,0.26910384429697143,116043.36202603848
239.42498420895203,0.2716081396335491,117123.26800479475
344.02362558222995,0.27319099144153614,117805.8277276693
521.096022554354,0.27389346237335516,118108.74829302504
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
NaN,NaN,NaN
