A,B,C
15.310542399930021,0.0006795226214895031,293.0247606695992
15.471447836089558,0.009761315596127609,4209.289103732808
15.61461826306263,0.0294601280495901,12703.84045803284
15.793183202716731,0.05086159266500648,21932.612022936737
15.974394440605266,0.07201467060840207,31054.273915814018
16.13256965212243,0.13332551156880468,57492.8264094654
16.31281327507249,0.17058559923894534,73560.1771153755
16.531701040990974,0.19186217264002697,82735.09290413179
16.70918657416972,0.21946780740867455,94639.2359972404
16.882806667070998,0.2442199740091361,105312.90228116165
17.105708389330655,0.2766021776086144,119276.80452608189
17.131322828128077,0.2766439881220247,119294.83411817798
17.342709116660767,0.31245955067278763,134739.27454266278
17.554512654952614,0.37088775441449967,159934.7719055629
17.564303265453262,0.37091414544684925,159946.15228598512
17.77848456013206,0.44677107401798244,192657.2904243503
17.833728724337487,0.45045382271212575,194245.3708216477
17.99327382570293,0.5773652337976152,248972.29923214085
17.997834578369783,0.5827429244043355,251291.27501477962
18.101628006715263,0.5827679367309822,251302.06086766758
18.184663164415905,0.591402808638659,255025.60324012523
18.23082455022251,0.7199153233259628,310442.961939312
18.385021029551176,0.732448739454145,315847.6403785416
18.46174750724715,0.8143405966199527,351161.16944722837
18.55825647635411,0.8276021381070868,356879.8311922332
18.669920361316983,0.8825574966306482,380577.763048542
18.776013988082283,0.8826342190176688,380610.8473909668
18.796270137546742,0.8939851093345739,385505.5952820778
18.939217677064573,0.9417111086497807,406086.0720532576
19.004617253897184,0.9805777843380099,422846.2180460459
19.079707476541124,0.9806414129635487,422873.65607707034
19.218652418038342,0.9973959038438542,430098.552681073
19.221395637713872,1.0503287071500274,452924.31525298464
19.445175891766695,1.0668370722171807,460043.07711590186
19.471685353421385,1.0988811972249133,473861.1926050896
19.66812253211916,1.1084016296939874,477966.60772667377
19.701462163531144,1.1197910560527784,482877.97318737506
19.799198276527413,1.1199107007007822,482929.56653134624
19.960110228382216,1.1201239985535238,483021.54515026836
19.966024766765454,1.1427283354020188,492769.0210777163
20.20423386855283,1.1427351378802206,492771.9544525356
20.219158562484765,1.1601106035817554,500264.62874725554
20.44362532199341,1.1915781247782316,513834.1002789776
20.49378452961869,1.191806160556237,513932.43420806393
20.710807726919946,1.2199815883012535,526082.2842802363
20.95803210611897,1.2501176464199533,539077.600313131
21.11010757035913,1.2503902998687775,539195.1743409276
21.208934664285913,1.2915738062955942,556954.3875482825
21.517012721141782,1.3475981581493917,581113.2923065136
21.768951089487796,1.3872944061765446,598231.1677234357
22.081001729395012,1.44074978539848,621282.2762629506
22.10287787881446,1.4411577490919392,621458.1989767165
22.350436798125937,1.4803460360801752,638357.0306750764
22.661867651035855,1.4937770940471036,644148.7915699114
22.971657354322236,1.5032563090604676,648236.4328386275
23.002647912358896,1.503821912067798,648480.3330129789
24.333882104457135,1.5047490590834594,648880.1387350815
25.811327162293253,1.5062576330583313,649530.6682597209
27.332831569546542,1.5090676023847167,650742.3874333198
28.955794376647987,1.5135115525271723,652658.7142570924
30.6781664335023,1.520458273041528,655654.2894620735
32.46887621943323,1.5314134034628133,660378.3771793667
34.46586432583992,1.5482941003470332,667657.696525045
