x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11;x12;x13;x14;x15;x16;x17;x18;x19;x20;x21;x22;x23;x24;x25;x26;x27;x28;x29;x30;x31;x32;x33;x34;x35;x36;x37;x38;x39;x40;x41;x42;x43;x44;x45;x46;x47;x48;x49;x50;x51;x52;x53;x54;x55;x56;x57;x58;x59;x60;x61;x62;x63;x64;x65;x66;x67;x68;x69;x70;x71;x72;x73;x74;x75;x76;x77;x78;x79;x80;x81;x82;x83;x84;x85;x86;x87;x88;x89;x90;x91;x92;x93;x94;x95;x96;x97;x98;x99;x100;x101;x102;x103;x104;x105;x106;x107;x108;x109;x110;x111;x112;x113;x114;x115;x116;x117;x118;x119;x120;x121;x122;x123;x124;x125;x126;x127;x128;x129;x130;x131;x132;x133;x134;x135;x136;x137;x138;x139;x140;x141;x142;x143;x144;x145;x146;x147;x148;x149;x150;x151;x152;x153;x154;x155;x156;x157;x158;x159;x160;x161;x162;x163;x164;x165;x166;x167;x168;x169;x170;x171;x172;x173;x174;x175;x176;x177;x178;x179;x180;x181;x182;x183;x184;x185;x186;x187;x188;x189;x190;x191;x192;x193;x194;x195;x196;x197;x198;x199;x200;x201;x202;x203;x204;x205;x206;x207;x208;x209;x210;x211;x212;x213;x214;x215;x216;x217;x218;x219;x220;x221;x222;x223;x224;x225;x226;x227;x228;x229;x230;x231;x232;x233;x234;x235;x236;x237;x238;x239
39319.15641;76670.72011;7.70E+06;982469.5149;145868.8014;96839.64744;1.07E+07;136641.166;290344.7595;488250.6016;166027.0177;103987.8403;13735.43746;427559.7522;8242.202845;1.60E+06;107290.3766;2.27E+06;1.91E+07;3386.939531;253506.024;1.18E+06;95250.12503;293529.0447;494974.7991;1.33E+07;557173.6619;2.63E+06;2.62E+06;4.22E+07;2.16E+06;98582.86302;730471.3368;94752.92524;283582.3155;17210.06521;185377.9252;862741.1345;176125.6576;106484.3723;143817.2057;122536.818;4.78E+06;64524.67492;1022.14629;427610.7088;56874.13278;3.89E+06;141231.3097;1.77E+06;6332.32882;50667.73699;50228.74533;178012.9645;948255.0026;790146.6557;200774.0093;225048.0218;313940.8135;65166.60176;54159.80588;104205.2596;153085.8493;240422.701;308699.892;1.31E+07;1.81E+06;8.94E+06;2.21E+06;280720.9787;79098.18342;694806.7112;26070.76441;491996.0229;546987.3006;1.50E+07;2.91E+06;35519.26727;97237.42322;1.08E+06;109382.5967;112499.0786;0;93482.10158;6781.370881;8.63E+06;186848.736;4125.069332;74010.73038;1.32E+06;52953.59932;237025.0637;4.40E+06;5.71E+06;7.59E+06;102311.8001;5.03E+06;35598.64514;2.46E+06;925398.5038;395165.3951;3.49E+06;546177.94;139725.3311;420643.0507;252278.0368;3.62E+06;3.45E+06;75186.77516;579228.6963;2.29E+06;4.57E+06;25713.98093;131227.8651;88404.63702;419767.057;2.38E+06;772765.2123;906487.9982;176138.861;30982.41762;59552.27964;172427.3565;545758.9883;1.36E+07;92764.64486;1.18E+07;818041.2055;225444.6207;24424.88131;84410.99129;20261.74507;358722.5452;3.40E+06;179643.959;1.98E+06;1.33E+06;101950.8707;8463.187606;12147.43889;15881.60664;288317.3607;110077.0099;0;60452.58081;800512.5028;1.98E+06;1.38E+06;35445.52498;180426.9238;9586.937171;803611.4652;2.98E+06;2.53E+06;737986.8556;1.56E+06;869289.4047;3.34E+07;688004.1881;2.67E+06;250.5380249;572345.0869;2.05E+06;1.52E+06;1.02E+06;825642.0348;1.47E+06;2.22E+06;2.14E+06;2.20E+06;2.55E+06;294745.493;1.17E+06;8.32E+06;2.83E+06;3.79E+06;2.67E+06;1.89E+06;5.27E+06;962646.5817;1.32E+06;2.59E+06;1.26E+06;9.51E+06;2.71E+06;2.03E+06;2.03E+06;8.88E+06;1.69E+07;3.45E+06;408160.9175;2.28E+06;2.12E+06;2.18E+06;2.64E+06;522658.0436;281931.3946;180672.548;162876.3176;649468.5014;1.63E+06;863664.1261;2.05E+06;4.43E+06;2.55E+06;2.87E+06;3.86E+06;5.80E+06;769196.344;3.50E+06;1.85E+06;1.13E+06;363168.2717;873053.2091;856424.8693;2.25E+06;590640.3258;307873.5009;1.53E+06;2.93E+06;2.65E+06;1.03E+06;800626.9613;1.84E+06;2.68E+06;2.79E+06;2.93E+06;2.87E+06;3.69E+06;203252.8463;675045.2733;2.62E+06;7.60E+06;1.21E+06;993964.0175;5.17E+06;1.23E+07;2.43E+06;634185.2408
