A;B;A;B;A;B;A;B;;;;
377500463;46;366632490;32;377.5004635;45.54;366.63249;31.66;;;378.000000;37.64
377501545;46;366652634;32;377.5015449;45.55;366.6526342;31.67;;;378.000000;37.64
377501564;46;366652637;32;377.5015636;45.56;366.6526373;31.68;;;378.000000;37.64
377530345;46;366654880;32;377.5303448;45.59;366.6548796;31.7;;;378.000000;37.65
377570924;46;366663214;32;377.5709245;45.6;366.6632143;31.72;;;378.000000;37.65
377571263;46;366668920;32;377.5712626;45.6;366.66892;31.72;;;378.000000;37.65
377573968;46;366668932;32;377.573968;45.62;366.6689317;31.73;;;378.000000;37.67
377573978;46;366669695;32;377.5739782;45.63;366.669695;31.74;;;378.000000;37.67
377575117;46;366694076;32;377.5751167;45.64;366.6940758;31.74;;;378.000000;37.70
377591693;46;366704310;32;377.5916927;45.64;366.7043096;31.75;;;378.000000;37.70
377903596;46;366704387;32;377.903596;45.64;366.7043866;31.77;;;378.000000;37.70
377903799;46;366720106;32;377.9037992;45.64;366.7201064;31.78;;;378.000000;37.72
377925360;46;366722619;32;377.9253596;45.64;366.7226191;31.78;;;378.000000;37.72
377938455;46;366722682;32;377.9384551;45.66;366.7226825;31.78;;;378.000000;37.73
377960371;46;366723289;32;377.9603705;45.67;366.7232886;31.79;;;378.000000;37.74
377963961;46;366723777;32;377.9639612;45.68;366.7237775;31.79;;;378.000000;37.74
377964177;46;366726062;32;377.9641774;45.68;366.7260622;31.8;;;378.000000;37.74
378252567;46;366726927;32;378.2525671;45.68;366.7269266;31.81;;;378.000000;37.75
378252865;46;366730572;32;378.2528648;45.68;366.7305716;31.81;;;378.000000;37.76
378260298;46;366732561;32;378.2602977;45.7;366.7325613;31.83;;;378.000000;37.76
378260454;46;366740194;32;378.2604535;45.7;366.7401945;31.83;;;378.000000;37.77
378260904;46;366740766;32;378.2609036;45.71;366.7407663;31.84;;;378.000000;37.77
378341182;46;366745275;32;378.3411824;45.74;366.7452753;31.85;;;378.000000;37.77
378342990;46;366746036;32;378.3429904;45.75;366.7460362;31.86;;;378.000000;37.79
378356491;46;366781325;32;378.3564915;45.76;366.7813248;31.86;;;378.000000;37.80
378356712;46;366781343;32;378.3567118;45.76;366.781343;31.87;;;378.000000;37.81
378356853;46;366835430;32;378.3568527;45.77;366.8354297;31.87;;;378.000000;37.81
378371227;46;366838819;32;378.3712271;45.78;366.8388185;31.88;;;378.000000;37.82
378393224;46;366838842;32;378.3932243;45.79;366.8388421;31.89;;;378.000000;37.83
378484007;46;366868013;32;378.4840072;45.8;366.8680126;31.9;;;378.000000;37.83
378484774;46;366868045;32;378.4847744;45.81;366.8680454;31.92;;;379.000000;37.83
378485392;46;367200319;32;378.485392;45.81;367.2003192;31.92;;;379.000000;37.84
378661423;46;367535142;32;378.6614226;45.81;367.5351422;31.93;;;379.000000;37.84
378664300;46;367535277;32;378.6643001;45.85;367.5352771;31.94;;;379.000000;37.84
378676811;46;367546752;32;378.6768107;45.87;367.5467524;31.95;;;379.000000;37.85
378677551;46;367688579;32;378.6775512;45.88;367.6885794;31.95;;;379.000000;37.86
378688328;46;368247629;32;378.6883278;45.89;368.2476287;31.95;;;379.000000;37.87
378726935;46;368249102;32;378.7269346;45.89;368.2491019;31.96;;;379.000000;37.88
378726946;46;368249234;32;378.7269459;45.9;368.2492343;31.96;;;379.000000;37.89
378727006;46;368308236;32;378.7270058;45.9;368.3082365;31.96;;;379.000000;37.89
378728032;46;368359481;32;378.7280324;45.9;368.3594806;31.97;;;379.000000;37.90
378754228;46;368359768;32;378.7542278;45.91;368.3597682;31.98;;;379.000000;37.91
378756322;46;368359814;32;378.7563223;45.91;368.3598139;31.98;;;379.000000;37.91
378756340;46;368360772;32;378.7563396;45.92;368.360772;31.99;;;379.000000;37.92
378765837;46;368385731;32;378.765837;45.92;368.3857306;32;;;379.000000;37.93
378792019;46;368386372;32;378.7920187;45.92;368.3863721;32.02;;;379.000000;37.93
379069119;46;368403339;32;379.0691185;45.92;368.4033393;32.02;;;379.000000;37.94
379138744;46;368404868;32;379.1387437;45.94;368.4048676;32.03;;;379.000000;37.95
379139054;46;368409182;32;379.1390542;45.96;368.4091825;32.03;;;379.000000;37.95
379143011;46;368412549;32;379.1430106;45.97;368.412549;32.03;;;379.000000;37.96
379279707;46;368413329;32;379.2797074;45.98;368.4133287;32.04;;;379.000000;37.96
379280117;46;368413438;32;379.280117;45.98;368.4134382;32.05;;;379.000000;37.96
379280676;46;368415415;32;379.280676;45.99;368.4154155;32.06;;;379.000000;37.96
379281642;46;368415477;32;379.2816417;46;368.4154772;32.07;;;379.000000;37.97
379289832;46;368548621;32;379.2898317;46;368.5486213;32.07;;;379.000000;37.98
379408800;46;368548694;32;379.4088005;46.01;368.5486935;32.08;;;379.000000;37.98
379426386;46;368569210;32;379.4263863;46.02;368.5692102;32.08;;;379.000000;37.99
379439146;46;368658250;32;379.4391463;46.02;368.6582503;32.09;;;379.000000;38.00
379441706;46;368681032;32;379.441706;46.03;368.6810325;32.11;;;379.000000;38.01
379450382;46;368681036;32;379.4503822;46.06;368.6810364;32.11;;;379.000000;38.01
379450782;46;368681410;32;379.4507824;46.06;368.6814099;32.12;;;379.000000;38.01
379455886;46;368841172;32;379.4558857;46.1;368.8411719;32.13;;;379.000000;38.01
379455943;46;368845637;32;379.455943;46.11;368.8456368;32.15;;;379.000000;38.02
379634868;46;368923899;32;379.6348681;46.11;368.9238992;32.15;;;379.000000;38.02
379642601;46;368925115;32;379.6426012;46.14;368.9251148;32.17;;;379.000000;38.02
379642642;46;369409341;32;379.6426417;46.14;369.4093408;32.17;;;379.000000;38.03
379644233;46;369414282;32;379.6442333;46.14;369.4142816;32.18;;;379.000000;38.04
379654296;46;369416646;32;379.6542956;46.15;369.4166456;32.19;;;379.000000;38.05
379654308;46;369416658;32;379.6543079;46.18;369.4166581;32.2;;;379.000000;38.05
379675089;46;369417303;32;379.6750888;46.18;369.4173027;32.2;;;379.000000;38.10
379675999;46;369417335;32;379.6759989;46.2;369.4173351;32.2;;;379.000000;38.10
379685367;46;369417351;32;379.685367;46.2;369.4173506;32.2;;;379.000000;38.11
379699328;46;369418671;32;379.6993276;46.21;369.4186714;32.21;;;379.000000;38.11
379711346;46;369419554;32;379.7113457;46.21;369.4195542;32.22;;;379.000000;38.11
379711467;46;369419665;32;379.7114666;46.24;369.4196652;32.23;;;379.000000;38.12
379711479;46;369439740;32;379.7114793;46.25;369.4397396;32.23;;;379.000000;38.12
379712120;46;369444747;32;379.7121196;46.25;369.4447468;32.23;;;380.000000;38.12
379712206;46;369446796;32;379.7122055;46.25;369.4467962;32.26;;;380.000000;38.13
379712718;46;369448452;32;379.7127178;46.26;369.4484516;32.26;;;380.000000;38.13
379739723;46;369454345;32;379.7397231;46.27;369.4543447;32.28;;;380.000000;38.13
379757087;46;369454455;32;379.7570868;46.27;369.4544554;32.28;;;380.000000;38.13
379757102;46;369454463;32;379.757102;46.29;369.4544629;32.29;;;380.000000;38.14
379760704;46;369454737;32;379.7607041;46.3;369.4547375;32.29;;;380.000000;38.15
379773418;46;369486948;32;379.7734182;46.3;369.4869477;32.29;;;380.000000;38.15
379773437;46;369487644;32;379.7734371;46.3;369.4876435;32.3;;;380.000000;38.17
379948655;46;369938183;32;379.9486546;46.32;369.9381827;32.3;;;380.000000;38.18
379953078;46;369939627;32;379.9530778;46.32;369.9396271;32.31;;;380.000000;38.18
379953082;46;369998958;32;379.9530822;46.32;369.9989579;32.32;;;380.000000;38.19
380001341;46;369999826;32;380.0013411;46.32;369.9998257;32.32;;;380.000000;38.19
380001368;46;369999986;32;380.0013683;46.34;369.999986;32.32;;;380.000000;38.20
380041660;46;370005010;32;380.0416599;46.38;370.0050103;32.33;;;380.000000;38.20
380064887;46;370027007;32;380.0648867;46.38;370.0270074;32.33;;;380.000000;38.21
380065900;46;370038122;32;380.0659001;46.41;370.0381215;32.34;;;380.000000;38.22
380340565;46;370038706;32;380.3405653;46.42;370.0387064;32.34;;;380.000000;38.23
380344510;46;370039298;32;380.3445102;46.43;370.0392977;32.34;;;380.000000;38.23
380366259;46;370048389;32;380.366259;46.45;370.0483891;32.35;;;380.000000;38.24
380366582;46;370052765;32;380.366582;46.45;370.0527654;32.36;;;380.000000;38.24
380366629;46;370052779;32;380.3666289;46.45;370.0527793;32.36;;;380.000000;38.25
380376595;46;370052910;32;380.3765946;46.46;370.0529101;32.37;;;380.000000;38.25
380378404;46;370056197;32;380.3784035;46.49;370.0561969;32.37;;;380.000000;38.25
380424609;46;370059803;32;380.4246089;46.49;370.0598028;32.37;;;380.000000;38.26
380429343;47;370118294;32;380.4293431;46.5;370.1182937;32.38;;;380.000000;38.26
380524296;47;370711278;32;380.524296;46.51;370.7112782;32.38;;;380.000000;38.27
380528691;47;370711292;32;380.5286912;46.52;370.7112918;32.39;;;380.000000;38.27
380529045;47;370731984;32;380.5290451;46.52;370.7319843;32.39;;;381.000000;38.29
380529207;47;371312959;32;380.529207;46.52;371.3129594;32.4;;;381.000000;38.30
380553152;47;371332957;32;380.5531519;46.52;371.332957;32.41;;;381.000000;38.31
380669446;47;371332975;32;380.6694456;46.53;371.3329753;32.41;;;381.000000;38.32
380671959;47;371344439;32;380.6719588;46.54;371.3444394;32.42;;;381.000000;38.32
380928390;47;371360834;32;380.9283896;46.54;371.3608338;32.42;;;381.000000;38.32
380930625;47;371381418;32;380.9306251;46.54;371.3814179;32.42;;;381.000000;38.33
381053429;47;371381671;32;381.0534289;46.56;371.3816714;32.42;;;381.000000;38.34
381100083;47;371523451;32;381.1000826;46.57;371.5234515;32.43;;;381.000000;38.35
381100101;47;371524064;32;381.1001009;46.57;371.524064;32.44;;;381.000000;38.36
381100108;47;371822025;32;381.1001076;46.58;371.8220255;32.44;;;381.000000;38.37
381106698;47;372260504;32;381.1066979;46.58;372.2605043;32.45;;;381.000000;38.38
381153073;47;372268732;32;381.1530725;46.6;372.2687317;32.45;;;381.000000;38.38
381155578;47;372269093;32;381.1555783;46.6;372.2690935;32.46;;;381.000000;38.38
381252941;47;372273818;32;381.2529414;46.6;372.2738175;32.47;;;381.000000;38.39
381308903;47;372305082;32;381.3089035;46.63;372.3050816;32.47;;;381.000000;38.40
381311353;47;372348908;32;381.311353;46.64;372.3489078;32.48;;;381.000000;38.41
381606546;47;372349101;32;381.6065462;46.64;372.3491008;32.48;;;381.000000;38.41
381612180;47;372450795;32;381.61218;46.64;372.4507947;32.48;;;382.000000;38.42
381612602;47;372455378;32;381.6126022;46.66;372.4553779;32.48;;;382.000000;38.42
381613737;47;372455744;32;381.6137374;46.74;372.4557438;32.48;;;382.000000;38.42
381615119;47;372465731;33;381.6151188;46.76;372.4657311;32.5;;;382.000000;38.43
381647224;47;372466199;33;381.6472244;46.76;372.4661988;32.5;;;382.000000;38.43
381647269;47;372609237;33;381.6472689;46.76;372.6092365;32.5;;;382.000000;38.43
381647275;47;372665877;33;381.6472748;46.77;372.6658772;32.51;;;382.000000;38.44
381647672;47;372667831;33;381.6476721;46.78;372.6678309;32.51;;;382.000000;38.45
381653644;47;372667835;33;381.653644;46.82;372.6678349;32.52;;;382.000000;38.48
381661890;47;372935124;33;381.6618895;46.82;372.9351243;32.53;;;382.000000;38.48
381663925;47;372938040;33;381.6639255;46.82;372.9380404;32.55;;;382.000000;38.48
381715170;47;372938064;33;381.7151696;46.82;372.9380643;32.55;;;382.000000;38.49
381758546;47;373059008;33;381.7585462;46.82;373.0590082;32.55;;;382.000000;38.50
381774981;47;373083874;33;381.7749812;46.83;373.0838742;32.57;;;382.000000;38.50
381775323;47;373084036;33;381.7753227;46.86;373.0840355;32.57;;;382.000000;38.51
381775964;47;373084334;33;381.7759641;46.89;373.0843342;32.59;;;382.000000;38.52
381776246;47;373084891;33;381.7762459;46.89;373.084891;32.59;;;382.000000;38.53
381778545;47;373167876;33;381.7785451;46.9;373.1678755;32.61;;;382.000000;38.53
381779579;47;373168039;33;381.7795787;46.9;373.1680387;32.64;;;382.000000;38.56
382151054;47;373232884;33;382.1510543;46.9;373.2328842;32.65;;;382.000000;38.56
382169663;47;373258034;33;382.1696626;46.91;373.2580342;32.68;;;382.000000;38.56
382174704;47;373269781;33;382.1747043;46.92;373.2697806;32.72;;;382.000000;38.56
382176519;47;373269829;33;382.1765187;46.93;373.2698286;32.74;;;382.000000;38.57
382222115;47;373671672;33;382.2221154;46.95;373.6716717;32.75;;;382.000000;38.57
382222664;47;373689004;33;382.2226639;46.95;373.689004;32.76;;;382.000000;38.58
382556369;47;373916645;33;382.5563694;46.96;373.9166449;32.76;;;382.000000;38.59
382584278;47;373918893;33;382.5842784;46.98;373.9188932;32.76;;;382.000000;38.59
382600219;47;373926813;33;382.600219;46.98;373.9268127;32.78;;;382.000000;38.62
383382261;47;373930198;33;383.3822613;47;373.9301977;32.78;;;382.000000;38.62
383492034;47;374047180;33;383.492034;47;374.0471797;32.79;;;382.000000;38.62
383492895;47;374061584;33;383.4928947;47.01;374.0615836;32.79;;;382.000000;38.64
383604552;47;374078709;33;383.6045522;47.02;374.0787086;32.8;;;382.000000;38.65
383615170;47;374080106;33;383.6151704;47.02;374.0801055;32.8;;;382.000000;38.65
383615179;47;374080132;33;383.6151793;47.04;374.0801323;32.8;;;382.000000;38.66
383655463;47;374080140;33;383.6554628;47.05;374.0801405;32.8;;;382.000000;38.66
383783528;47;374080708;33;383.7835281;47.06;374.080708;32.81;;;382.000000;38.66
383802429;47;374080710;33;383.8024294;47.06;374.0807097;32.82;;;382.000000;38.68
383810894;47;374082060;33;383.8108936;47.07;374.0820599;32.82;;;382.000000;38.68
383814334;47;374109409;33;383.8143335;47.08;374.1094095;32.83;;;382.000000;38.68
383815373;47;374140285;33;383.8153728;47.08;374.1402847;32.85;;;383.000000;38.69
383820744;47;374180864;33;383.8207442;47.09;374.1808644;32.87;;;383.000000;38.69
383854028;47;374192572;33;383.8540277;47.09;374.1925724;32.89;;;383.000000;38.70
383856392;47;374192876;33;383.8563917;47.13;374.1928762;32.9;;;383.000000;38.71
383856766;47;374210347;33;383.8567665;47.15;374.2103465;32.9;;;383.000000;38.74
383856951;47;374212763;33;383.856951;47.15;374.2127629;32.9;;;383.000000;38.75
383857327;47;374261249;33;383.8573273;47.15;374.261249;32.91;;;383.000000;38.75
383859290;47;374278074;33;383.8592901;47.16;374.2780742;32.92;;;383.000000;38.75
383859490;47;374283232;33;383.8594899;47.16;374.2832322;32.92;;;383.000000;38.78
383859546;47;374283240;33;383.8595459;47.18;374.2832399;32.93;;;383.000000;38.79
383863613;47;374283248;33;383.8636126;47.18;374.2832475;32.94;;;383.000000;38.79
383890091;47;374550578;33;383.8900915;47.2;374.550578;32.94;;;383.000000;38.79
383922976;47;374567159;33;383.9229759;47.21;374.5671593;32.94;;;383.000000;38.80
384292291;47;374928065;33;384.2922908;47.24;374.9280653;32.94;;;383.000000;38.81
384293195;47;374928748;33;384.293195;47.26;374.9287483;32.95;;;383.000000;38.81
384305612;47;374997736;33;384.3056121;47.27;374.9977361;32.95;;;383.000000;38.82
384305913;47;375232031;33;384.3059127;47.27;375.2320309;32.97;;;383.000000;38.83
384312925;47;375232340;33;384.3129247;47.28;375.2323397;32.98;;;383.000000;38.84
384342952;47;375232610;33;384.342952;47.29;375.2326103;32.98;;;383.000000;38.84
384368044;47;375234244;33;384.3680438;47.29;375.2342436;32.99;;;383.000000;38.85
384370576;47;375360921;33;384.3705762;47.29;375.3609215;32.99;;;383.000000;38.85
384431971;47;375361062;33;384.4319712;47.32;375.3610623;33;;;383.000000;38.88
384432231;47;375361419;33;384.4322307;47.37;375.3614186;33;;;383.000000;38.89
384647747;47;375792799;33;384.647747;47.37;375.7927994;33;;;383.000000;38.89
384652123;47;375793496;33;384.6521233;47.38;375.7934964;33.01;;;383.000000;38.90
384652338;47;375793548;33;384.6523376;47.39;375.7935481;33.01;;;383.000000;38.92
384654535;47;375820039;33;384.6545347;47.39;375.8200387;33.02;;;383.000000;38.93
384654536;47;375821466;33;384.6545358;47.4;375.8214664;33.02;;;383.000000;38.94
384660798;47;375822547;33;384.6607977;47.4;375.8225471;33.03;;;383.000000;38.95
384666900;47;375823373;33;384.6669005;47.42;375.823373;33.03;;;383.000000;38.97
384667021;47;375823404;33;384.6670211;47.42;375.823404;33.04;;;383.000000;38.97
384698438;47;375840216;33;384.6984381;47.42;375.8402157;33.05;;;383.000000;38.97
384698634;47;375850878;33;384.6986337;47.42;375.8508785;33.06;;;383.000000;38.98
384699342;47;376013583;33;384.6993422;47.44;376.0135827;33.06;;;383.000000;39.02
384751798;47;376016170;33;384.7517978;47.44;376.0161699;33.07;;;383.000000;39.02
384752985;47;376272469;33;384.752985;47.46;376.2724687;33.07;;;383.000000;39.03
384754233;47;376400842;33;384.7542326;47.48;376.4008422;33.1;;;383.000000;39.04
384769131;47;376401750;33;384.769131;47.48;376.40175;33.1;;;383.000000;39.04
384811459;47;376401993;33;384.8114588;47.48;376.4019927;33.11;;;383.000000;39.07
384811491;47;376403398;33;384.8114913;47.49;376.4033985;33.12;;;383.000000;39.07
384821653;47;376408440;33;384.8216534;47.49;376.4084402;33.12;;;383.000000;39.08
384822791;47;376417703;33;384.822791;47.49;376.4177034;33.12;;;383.000000;39.09
385389747;48;376418036;33;385.389747;47.5;376.4180357;33.12;;;383.000000;39.09
385390444;48;376418148;33;385.3904442;47.51;376.418148;33.13;;;383.000000;39.09
385397417;48;376443028;33;385.3974167;47.52;376.4430276;33.13;;;383.000000;39.10
385447963;48;376450819;33;385.4479634;47.53;376.4508187;33.13;;;383.000000;39.12
385451659;48;376451056;33;385.4516591;47.55;376.4510556;33.13;;;383.000000;39.12
385451664;48;376452870;33;385.4516636;47.56;376.4528696;33.14;;;383.000000;39.14
385552074;48;376456395;33;385.5520738;47.58;376.4563948;33.16;;;383.000000;39.15
385559634;48;376456408;33;385.5596336;47.59;376.4564084;33.2;;;384.000000;39.16
385566027;48;376458249;33;385.5660273;47.59;376.458249;33.21;;;384.000000;39.18
385622668;48;376460691;33;385.6226679;47.6;376.4606906;33.21;;;384.000000;39.19
385706378;48;376460694;33;385.7063782;47.61;376.4606935;33.22;;;384.000000;39.19
385709052;48;376475027;33;385.7090517;47.63;376.4750272;33.22;;;384.000000;39.20
385976341;48;376603092;33;385.976341;47.63;376.6030925;33.22;;;384.000000;39.20
386259595;48;376610048;33;386.2595951;47.65;376.6100479;33.23;;;384.000000;39.21
386260083;48;376640200;33;386.2600826;47.66;376.6401999;33.23;;;384.000000;39.21
386262005;48;376643269;33;386.2620053;47.68;376.6432688;33.24;;;384.000000;39.21
386262154;48;376981050;33;386.2621543;47.71;376.9810504;33.25;;;384.000000;39.22
386272245;48;376983414;33;386.2722452;47.73;376.9834137;33.25;;;384.000000;39.23
386282236;48;376986418;33;386.2822364;47.73;376.9864179;33.25;;;384.000000;39.26
386283608;48;376997171;33;386.2836075;47.73;376.9971706;33.28;;;384.000000;39.26
386284279;48;377111436;33;386.284279;47.73;377.1114358;33.28;;;384.000000;39.26
386284853;48;377114031;33;386.2848528;47.74;377.1140308;33.29;;;384.000000;39.26
386305531;48;377114272;33;386.3055313;47.74;377.1142717;33.29;;;384.000000;39.26
386306731;48;377120547;33;386.306731;47.75;377.1205467;33.3;;;384.000000;39.27
386362080;48;377120944;33;386.3620798;47.75;377.1209436;33.32;;;384.000000;39.28
386401783;48;377121192;33;386.4017835;47.75;377.1211921;33.33;;;384.000000;39.28
386402052;48;377130569;33;386.4020521;47.77;377.1305692;33.34;;;384.000000;39.29
386402388;48;377132635;33;386.402388;47.77;377.1326348;33.34;;;384.000000;39.29
386670359;48;377139364;33;386.6703593;47.77;377.1393635;33.34;;;384.000000;39.31
386670364;48;377185731;33;386.6703642;47.79;377.185731;33.34;;;384.000000;39.31
