Energy supply [PWh];LCOE_Uniform discount rate [$/MWh];Energy supply [PWh];LCOE_Country-specific discount rate [$/MWh];World demand [PWh]
118.2511527;16.32128855;97.00815615;20.00852498;
118.3045331;16.32259805;97.04862226;20.00886147;
118.3389032;16.3234544;97.10268989;20.00889648;
118.3611851;16.32359918;97.22910658;20.01066545;
118.3614968;16.32409764;97.22915972;20.0112375;
118.5841423;16.32445474;97.24409059;20.011417;
118.5882227;16.32530553;97.39011101;20.01228736;
118.6110228;16.32643124;97.39941451;20.01491969;
118.6110262;16.32682959;97.3996053;20.01538189;
118.6493748;16.32812203;97.4033257;20.01754569;
118.6913644;16.32847086;97.40347543;20.02053735;
118.7003312;16.32964294;97.42982266;20.0211321;
118.7198655;16.32994653;97.43164425;20.02364209;
118.7201362;16.33003109;97.43431399;20.02427564;
118.7201379;16.33016177;97.50864586;20.02433723;
118.7266927;16.33025042;97.61305039;20.02784984;
118.7267287;16.3320745;97.61605013;20.02989325;
118.7268252;16.33297397;97.63778685;20.03002222;
118.7499457;16.33318525;97.63848308;20.03120688;
118.7525616;16.33372738;97.73253671;20.03125508;
118.8329551;16.33413322;97.73980394;20.03151021;
118.9413825;16.33427781;97.77733884;20.03163061;
118.9592294;16.33453426;97.7830722;20.03200584;
118.9592355;16.33563274;97.78307554;20.0345531;
118.959284;16.33572448;97.79649481;20.03528365;
118.9592992;16.33710193;97.79731624;20.03528949;
118.971575;16.33735348;97.79777392;20.0353971;
118.9848202;16.33776062;97.80372571;20.0368253;
118.9950671;16.33792158;97.80384259;20.03759102;
119.0001918;16.33792822;97.85906284;20.03796008;
119.0005354;16.33913842;97.86027275;20.04076232;
119.0327158;16.33930253;97.86056322;20.04219957;
119.063871;16.33961643;97.86299795;20.04233936;
119.073257;16.33996268;97.86302062;20.04288663;
119.0733539;16.34078789;97.86339353;20.04498935;
119.0859245;16.34093605;97.86449188;20.04534193;
119.0937442;16.34114215;97.86460022;20.04587947;
119.0939006;16.34145018;97.8646412;20.04644801;
119.1396222;16.34243947;97.86466717;20.04774621;
119.1396239;16.34295576;97.86467186;20.04849526;
119.1396307;16.34485598;97.86525559;20.04946062;
119.1598148;16.34578568;97.86814342;20.05032377;
119.1759032;16.34649145;97.86889308;20.05113553;
119.1759367;16.3465928;97.88120451;20.05132595;
119.1759466;16.34786853;97.88168125;20.0519135;
119.1775803;16.34835612;97.88578002;20.05259937;
119.1928785;16.34903676;97.88599601;20.05373835;
119.2059575;16.34908329;97.89298879;20.05829727;
119.2059604;16.34943434;97.89763045;20.0599984;
119.2164496;16.34973984;97.89862821;20.06408796;
119.2223524;16.34980456;97.8986345;20.064991;
119.2496509;16.35026396;97.90332088;20.06530857;
119.2883243;16.3514036;97.918837;20.06630609;
119.2895511;16.35182844;97.91958833;20.06763306;
119.2976671;16.35186553;97.92024641;20.06781868;
119.3331615;16.35231608;97.92025268;20.06810948;
119.3396615;16.35251708;97.93631245;20.06823577;
119.341883;16.35266693;97.93889618;20.06846082;
119.3440054;16.35289678;98.16246544;20.06852536;
119.3584422;16.35342793;98.16251971;20.07289086;
119.3584483;16.35543559;98.16273084;20.07461315;
119.362596;16.35551315;98.16296375;20.0768347;
119.36261;16.35567314;98.16296832;20.07837978;
119.3648183;16.35640417;98.16798105;20.08089562;
119.3649176;16.35690516;98.20692516;20.08389457;
119.3649243;16.35733156;98.22911905;20.08522846;
119.3804575;16.35783714;98.22923179;20.08581162;
119.3841658;16.35921425;98.22928381;20.08616745;
119.3886052;16.36093637;98.2301468;20.08852745;
119.4417364;16.36131704;98.23281235;20.08876444;
119.5127358;16.36214881;98.33480272;20.08994414;
119.5433664;16.36289764;98.3360743;20.09007529;
119.5433695;16.36347947;98.33924085;20.09041578;
119.5435539;16.36360254;98.34218885;20.09144829;
119.5499267;16.36364466;98.36773143;20.09262552;
119.5524008;16.3653332;98.36774094;20.09479732;
119.5587113;16.36574338;98.43634456;20.09607563;
119.5588674;16.36604777;98.64166889;20.09664565;
119.5607399;16.3663336;98.64286684;20.09745118;
119.5646407;16.36648177;98.64600466;20.09899854;
119.5646682;16.36755095;98.64602589;20.09912816;
119.5646884;16.37068551;98.6466909;20.09914637;
119.5663609;16.37167146;98.64673476;20.10021159;
119.7085672;16.37255366;98.84572899;20.10039461;
119.7094181;16.37280795;98.85511787;20.10070793;
119.7094527;16.37291112;99.25839052;20.10109097;
119.7094552;16.37340743;99.25840111;20.10144701;
119.7099727;16.37385476;99.28526882;20.10379144;
119.7118206;16.37388121;99.41637652;20.1040725;
119.71308;16.37513987;99.41648283;20.10817809;
119.723167;16.37752516;99.41652503;20.10893419;
119.7233062;16.38150855;99.41657169;20.10970801;
119.7236243;16.38159672;99.42185499;20.11117789;
119.7254891;16.38295847;99.42312804;20.11285316;
119.7661526;16.38437364;99.42521838;20.11367016;
119.766159;16.38438981;99.43287852;20.11873613;
119.77704;16.38450248;99.43297658;20.11885249;
119.7773411;16.38465718;99.9583376;20.12444215;
119.7821657;16.38533245;99.95846899;20.12466636;
119.7968665;16.38541258;99.95851222;20.12643095;
119.7969065;16.38600295;100.1126745;20.12688866;
119.8223805;16.39207761;100.1128188;20.12699644;
119.890398;16.39232359;100.1128792;20.13084209;
119.9043804;16.39295418;100.1139614;20.13253394;
119.9072032;16.39372257;100.1178532;20.13652376;
119.9073298;16.39519826;100.1184187;20.13735369;
119.9073876;16.39592637;100.1184301;20.13740293;
119.908245;16.39697057;100.1184873;20.13887836;
119.9082503;16.398727;100.1196996;20.13941457;
119.9082562;16.40035872;100.1197413;20.13990995;
119.9082614;16.40155511;100.1228707;20.14011612;
119.9126402;16.40263864;100.1299686;20.14020331;
119.9129097;16.40441488;100.2529486;20.14471963;
119.9131376;16.40537074;100.6922414;20.14603164;
119.9131576;16.40714673;100.6946729;20.14613647;
119.919351;16.40723738;100.6987444;20.1465353;
119.9211126;16.4083258;100.7122943;20.14727142;
119.922906;16.40917572;100.7780401;20.14744144;
119.9524539;16.40977726;100.8691262;20.14847869;
119.9524615;16.41152137;100.9363164;20.14904057;
119.9529167;16.41353098;100.9498481;20.14942415;
119.9529191;16.41664177;100.9549642;20.1503906;
119.9531062;16.41707572;100.9565011;20.15158382;
119.953138;16.41707572;100.9568989;20.15221459;
119.9543118;16.41710022;101.0063574;20.15616513;
119.9565829;16.41810868;101.0444344;20.15635881;
119.958225;16.42099916;101.044449;20.15653348;
119.9583792;16.42324756;101.0905903;20.15772456;
119.9583836;16.42514172;101.0949124;20.15869682;
119.9586134;16.42649063;101.106804;20.15982328;
119.9599102;16.42790651;101.1151833;20.16305443;
119.9624168;16.42983799;101.1168305;20.16435007;
119.9624199;16.43405496;101.1168793;20.16443022;
119.9635472;16.43509937;101.1176131;20.17229965;
119.96355;16.4365049;101.1176364;20.17507339;
119.963558;16.43888815;101.13918;20.17585124;
119.9646279;16.44032039;101.1443046;20.17599564;
119.9649192;16.45139711;101.1444589;20.17631799;
119.9650817;16.45300462;101.1444899;20.17739114;
119.965136;16.4533506;101.1486985;20.17814827;
119.9651538;16.45418632;101.1676617;20.17830956;
119.9722872;16.45828048;101.1743461;20.17877313;
119.9723003;16.458295;101.2668557;20.17926794;
119.9733986;16.46355376;101.2669526;20.1795271;
119.9735147;16.46672923;101.2892518;20.18003945;
119.9740984;16.4669365;101.2903459;20.1801794;
119.9741318;16.46729608;101.3019551;20.18130954;
119.9742996;16.47175138;101.3152512;20.18167786;
119.9743081;16.47276147;101.3323994;20.18217209;
119.9743185;16.47299788;101.332442;20.18446133;
119.9787175;16.47317639;101.3326397;20.18487892;
119.9831536;16.47349026;101.3360099;20.18610986;
119.9833684;16.47448056;101.3700032;20.18619968;
119.983425;16.47495465;101.3980319;20.18668993;
119.9834302;16.47559925;101.4221568;20.1876087;
119.9834364;16.47568358;101.4245949;20.18787577;
119.984595;16.47650563;101.4273965;20.18995025;
119.9872916;16.4804184;101.433245;20.19353378;
119.9876346;16.48212234;101.4334791;20.1944322;
119.9882243;16.48241732;101.5304691;20.1966045;
119.9932498;16.48428842;101.5370805;20.19794069;
119.9932523;16.48465823;101.5854057;20.19888509;
119.9942857;16.48745002;101.5866736;20.19901593;
119.9943103;16.48829503;101.7105973;20.19922745;
120.0141179;16.48833049;101.7216341;20.20011224;
120.014262;16.48836177;101.721636;20.2001776;
120.0166942;16.48912468;101.7219236;20.20048014;
120.0168174;16.49054162;101.7219951;20.20123623;
120.0336602;16.49059297;101.7274836;20.20154318;
120.0336668;16.49135127;101.7282065;20.20355805;
120.0534825;16.49236501;101.7282447;20.20357503;
120.0605283;16.49340081;101.8332233;20.20414589;
120.1791223;16.49346706;101.8376627;20.20440881;
120.2954189;16.49347083;101.8378218;20.20569242;
120.3558026;16.49363252;101.8436853;20.20579861;
120.3802375;16.49438251;101.8440619;20.20686007;
120.3892761;16.49481468;101.8557946;20.20731808;
120.393735;16.49594052;101.8739655;20.20905632;
120.3947006;16.49653821;101.8739892;20.20942694;
120.3947076;16.4981609;101.8856317;20.20986745;
120.4087586;16.49831648;101.888221;20.21055445;
120.4116559;16.49838788;101.8885335;20.21115315;
120.4142948;16.4986711;101.8994403;20.2118307;
120.4154559;16.4989302;101.8997499;20.21261962;
120.5545183;16.49919379;101.9000881;20.21302967;
120.6189918;16.49954903;101.9000905;20.21435846;
121.0442496;16.4996727;101.9137231;20.21446971;
121.0452443;16.49989017;101.9139358;20.21646059;
121.0457603;16.5000257;101.9259428;20.21659388;
121.1889025;16.5012095;101.9260321;20.21822128;
121.1910597;16.50135456;101.9264339;20.2185803;
121.1912591;16.50150059;101.9297667;20.21970036;
121.1995743;16.50151145;101.9488439;20.22309335;
121.2064287;16.50167171;101.9520327;20.22338793;
121.257169;16.50169307;101.9520371;20.224123;
121.2665716;16.50185521;101.9521665;20.22533288;
121.2704719;16.50239881;101.9521826;20.22615724;
121.2779709;16.50349672;101.9565989;20.2285136;
121.3049755;16.5038443;101.9566023;20.22895269;
121.306521;16.50485484;101.956821;20.22997042;
121.3648619;16.50512316;101.961076;20.23182022;
121.3937577;16.50534362;101.9610798;20.23217214;
121.4352584;16.50547759;101.961369;20.23677061;
121.4505464;16.50572362;101.9630257;20.2367735;
121.4510209;16.50595315;101.9678249;20.23738122;
121.4636491;16.50597374;101.9695136;20.23751986;
121.4825813;16.50604514;101.9697588;20.2380278;
121.483246;16.50671883;101.9697627;20.23808748;
121.5456002;16.50687183;101.9717864;20.23898758;
121.5457302;16.5072624;101.9844162;20.24054185;
121.5494757;16.50768067;101.9900419;20.24075372;
121.5793987;16.5081573;101.9904187;20.24183536;
121.5825;16.50885525;102.009749;20.24183855;
121.5860574;16.50905264;102.0128667;20.24307187;
121.5866956;16.50910253;102.0129675;20.24334719;
121.6139218;16.50932176;102.0133436;20.24526842;
121.6139242;16.50948628;102.0820162;20.24735197;
121.627644;16.5097479;102.0827217;20.24998216;
121.6398711;16.50993935;102.0828869;20.24999199;
121.6660582;16.51043516;102.084547;20.25348168;
121.6750889;16.51049709;102.0980802;20.2553215;
121.6770705;16.51089345;102.1130861;20.25758811;
121.7061657;16.51094038;102.1224899;20.25784483;
121.7712821;16.51155194;102.1245427;20.25838622;
121.7726108;16.51167381;102.1245574;20.260424;
121.7883036;16.51173701;102.1341379;20.26249558;
121.8175584;16.51211971;102.1341398;20.26317773;
121.8204435;16.51264841;102.1341468;20.26573674;
121.9163575;16.5126546;102.136207;20.26687064;
121.9246058;16.51271967;102.1423281;20.26689602;
122.0886522;16.51274921;102.1427759;20.26885203;
122.1102485;16.51293195;102.1464247;20.26899034;
122.1102749;16.51443832;102.1465124;20.27065911;
122.1102781;16.51462701;102.1465173;20.27187549;
122.1129113;16.51580784;102.1821762;20.27684075;
122.2944411;16.51614148;102.190004;20.27865105;
122.2971936;16.51639995;102.1936204;20.27886857;
122.2972021;16.51653781;102.5881335;20.27888595;
122.3109474;16.51714365;102.5881877;20.27943915;
122.3173328;16.5171722;102.5884402;20.28053272;
122.3846691;16.5172697;102.7014706;20.28074933;
122.3847647;16.51733594;102.7037435;20.28391161;
122.3869576;16.51776412;102.7046975;20.28573514;
122.4072086;16.51801003;102.7050574;20.28586355;
122.4949174;16.51834681;102.8432398;20.28656656;
122.5821549;16.51868404;102.8435063;20.28725286;
122.6612683;16.51985126;102.8439693;20.28751411;
122.6612941;16.52071793;102.844265;20.2876871;
122.793073;16.52078012;103.0547192;20.28844686;
122.8471539;16.52097832;103.0901101;20.28885093;
122.8485805;16.52104148;103.5873653;20.2889291;
122.8488738;16.52108172;103.6690453;20.28897271;
122.8592362;16.52131211;103.6853392;20.28899897;
122.8592992;16.52242135;103.7168125;20.2913361;
122.8615183;16.52256392;103.7276567;20.29407575;
122.8667112;16.52271142;103.7277507;20.29533504;
122.8702287;16.52279105;103.7306348;20.29561955;
122.870231;16.52380518;103.7306553;20.29588866;
123.2299035;16.52437271;103.7326289;20.29721166;
123.2706984;16.5244609;103.7326394;20.30279415;
123.2764633;16.52519143;103.7327283;20.30591616;
123.2767698;16.52531406;103.7547008;20.30815548;
123.300306;16.52533081;103.7547098;20.30942064;
123.3024365;16.52534328;103.7547237;20.31087887;
123.3025806;16.5254834;103.7550883;20.31310251;
123.3094717;16.52628265;103.7636317;20.31314873;
123.3196708;16.52667199;103.7639108;20.31400876;
123.3225496;16.52791492;103.7639146;20.31427894;
123.3245657;16.52819002;103.7715674;20.31485577;
123.3253871;16.5286384;103.7744801;20.31511002;
123.3280702;16.52897191;103.7744836;20.31951807;
123.354094;16.53004109;103.8322846;20.31990412;
123.3723469;16.53005885;103.8324616;20.32240359;
123.3778898;16.53026572;103.8349631;20.32538058;
123.3903582;16.53071531;103.838094;20.32583215;
123.4096142;16.53098424;103.8385092;20.32704474;
123.4096251;16.53164321;103.8388532;20.32756828;
123.6102284;16.53182763;103.8389574;20.32778292;
123.619949;16.5326304;103.8452588;20.32845995;
123.6200063;16.53379144;103.8454117;20.3289018;
123.620024;16.53401637;103.8461504;20.33010737;
123.6862645;16.53483291;103.8466197;20.33065566;
123.7100455;16.53524105;103.9213417;20.33102445;
123.7100659;16.53582029;103.9464831;20.33240044;
123.7101109;16.53611416;103.94658;20.33288194;
123.7336924;16.53742852;104.0170192;20.3335344;
123.7350103;16.53825301;104.019534;20.33364986;
123.7529503;16.53955928;104.0784636;20.3353279;
123.7529564;16.54066115;104.078759;20.34143549;
123.7555465;16.54175398;104.0827799;20.34151167;
123.7605959;16.54196164;104.121021;20.34231273;
123.7623101;16.54265474;104.1637275;20.34289432;
123.7653219;16.54268045;104.1637506;20.34296644;
123.7653548;16.54317289;104.1672694;20.34330399;
123.8399557;16.54400583;104.1679644;20.34357373;
123.8463106;16.54413756;104.2505881;20.3486979;
123.8470138;16.54417492;104.3062846;20.35040315;
123.8478124;16.54500622;104.3122954;20.35162426;
123.8479733;16.54521422;104.3692382;20.35195938;
123.8486964;16.54604845;104.3693617;20.35342299;
123.848706;16.5464182;104.3695271;20.35490342;
123.8527774;16.54666546;104.3698613;20.3549717;
123.8734934;16.54691814;104.3699199;20.3559291;
123.8977119;16.55044996;104.3748881;20.35626764;
123.9410015;16.55054187;104.3749685;20.35699058;
123.9430926;16.55107276;104.4183968;20.35703944;
123.9441061;16.55121324;104.4660457;20.35877796;
123.9441841;16.55233151;104.4681544;20.35927234;
123.9462587;16.55408023;104.4729484;20.35931508;
123.9463074;16.55430133;104.4729939;20.35975912;
123.9463099;16.55430879;104.5388535;20.36071829;
123.9465149;16.55590662;104.5400454;20.36099003;
123.9489946;16.55662341;104.6321068;20.36223038;
123.9490038;16.55683765;104.6756474;20.36378402;
123.9552498;16.55702986;104.676141;20.36431133;
123.9677883;16.55704611;104.6830711;20.36799943;
123.9677913;16.55831465;104.689988;20.37024165;
123.9769077;16.55961214;104.6901933;20.37107591;
123.9769943;16.55969309;104.6902877;20.37409904;
123.9794685;16.55976727;104.7745528;20.37501562;
123.9794918;16.56407271;105.1998106;20.37573675;
123.9890769;16.56558881;105.2239733;20.37592728;
123.9890799;16.56662461;105.2569927;20.37746509;
123.989084;16.56709854;105.3690465;20.37792359;
124.0295009;16.56950088;105.4382449;20.37807787;
124.0461644;16.57067558;105.5116227;20.37874326;
124.0477639;16.5712048;105.5243335;20.3793524;
124.0548328;16.5732425;105.5243604;20.38053741;
124.0567942;16.57481695;105.6012026;20.38130903;
124.0568367;16.57544536;105.6059297;20.38214335;
124.0570199;16.5793613;105.6059343;20.38298991;
124.0570284;16.58003319;105.6081477;20.38415532;
124.0570429;16.58186875;105.6082777;20.38510941;
124.0579552;16.58218948;105.6089634;20.38719048;
124.0582626;16.58571495;105.6125208;20.3873202;
124.0603098;16.58851866;105.6141257;20.39090074;
124.0609698;16.59300222;105.6142224;20.39293094;
124.0612872;16.5930459;105.6819277;20.39366505;
124.0620566;16.59420419;105.6820583;20.39382796;
124.0620625;16.59420419;105.6821049;20.39454694;
124.0622806;16.59618493;105.6861158;20.394908;
124.0636486;16.59732758;105.703347;20.39591828;
124.0693759;16.59758726;105.7037174;20.39752114;
124.0700552;16.59959838;105.705494;20.39760747;
124.070072;16.60182201;105.7129569;20.39838352;
124.0700951;16.60264917;105.7135004;20.40055475;
124.0716538;16.60462947;105.7184713;20.40122475;
124.0716585;16.60574179;105.7386386;20.40192949;
124.0716901;16.60894487;105.7524056;20.40248945;
124.0718841;16.60934952;105.7525781;20.40273484;
124.0718942;16.62225374;105.764053;20.40317137;
124.0718982;16.62387273;105.7826709;20.40435876;
124.0726989;16.62964686;105.7826747;20.40570262;
124.0734789;16.630646;105.7831675;20.40582079;
124.0734852;16.63212934;105.7933301;20.40612263;
124.073488;16.63363911;105.7982694;20.40855259;
124.0735244;16.63403774;105.8051331;20.40878128;
124.0743118;16.63516902;105.8051357;20.40918353;
124.0743168;16.63523978;105.8069724;20.40989799;
124.0743597;16.63541549;105.8070634;20.4113965;
124.0743776;16.63563912;105.953232;20.41503485;
124.0744017;16.63570296;105.9546808;20.41562943;
124.074426;16.63659049;105.957032;20.41574091;
124.0781402;16.6375125;105.9604693;20.41589999;
124.078548;16.63860989;105.9701899;20.4164368;
124.0814873;16.64052712;105.9705494;20.41731616;
124.0817314;16.64126279;105.9707589;20.41773931;
124.0840456;16.64332348;105.9945399;20.41966073;
124.0840693;16.64348511;105.994999;20.4201233;
124.0845337;16.64377967;106.0026333;20.42316827;
124.0846042;16.64499256;106.0051468;20.42528116;
124.0908778;16.6451013;106.0098352;20.42847385;
124.0911794;16.64636873;106.0101386;20.42861832;
124.0933705;16.6467102;106.0146506;20.42948353;
124.0933726;16.64990346;106.0148764;20.42962365;
124.0949968;16.64998595;106.039578;20.42998196;
124.0991929;16.65196729;106.0407626;20.43093077;
124.1013534;16.65201886;106.0423793;20.43150772;
124.1066501;16.65294559;106.0630954;20.43408098;
124.1067163;16.655547;106.063138;20.43517989;
124.1067187;16.65602837;106.0631503;20.43556514;
124.1067542;16.66063387;106.0632292;20.43616657;
124.1122407;16.66080705;106.0713561;20.43689964;
124.1145624;16.66102153;106.0746836;20.43703566;
124.1211571;16.66244502;106.0916901;20.43731973;
124.1366495;16.66400641;106.1145062;20.43817579;
124.1369628;16.66439771;106.1361496;20.44014298;
124.1991551;16.66456719;106.1971608;20.44229465;
124.2028138;16.66472822;106.1976778;20.44575131;
124.2028364;16.66536986;106.2053888;20.44726947;
124.2132027;16.6665341;106.2054082;20.44810649;
124.2158868;16.6673931;106.2199285;20.44827506;
124.2172695;16.66740473;106.2250774;20.44870915;
124.2277956;16.66775587;106.2253944;20.44981327;
124.2285134;16.6695406;106.2334884;20.45036046;
124.2285237;16.67068796;106.2519892;20.45073617;
124.2332455;16.67072122;106.252666;20.45347066;
124.2382302;16.67086934;106.2560939;20.45478641;
124.2382786;16.67176654;106.257583;20.45709539;
124.2385262;16.6729787;106.2897098;20.46078653;
124.2457574;16.67309033;106.3229905;20.46083201;
124.2550831;16.67484237;106.3471691;20.46248209;
124.2550895;16.67609497;106.347224;20.46595103;
124.258098;16.6773839;106.3480029;20.46783936;
124.2581007;16.68045494;106.3898206;20.47286791;
124.2883821;16.68063427;106.4832102;20.4769217;
124.2884214;16.6808666;106.5966246;20.47918502;
124.2884364;16.68104897;106.5970725;20.47958886;
124.289438;16.68207265;107.275536;20.47994729;
124.2894742;16.68233833;107.3261245;20.48162342;
124.2935427;16.68277669;107.3457239;20.4818958;
124.2967466;16.68334756;107.3662889;20.48455417;
124.2967539;16.68340887;107.3831362;20.48603996;
124.3052974;16.68350768;107.3833234;20.48723227;
124.3054549;16.68464988;107.4393081;20.4909627;
124.3055152;16.68482845;107.4471134;20.49327098;
124.313168;16.6849097;107.4499846;20.49479088;
124.3765714;16.68617675;107.4500088;20.49555711;
124.3801171;16.68658509;107.4926629;20.49615056;
124.3953029;16.68792759;107.4926683;20.49687324;
124.4050933;16.68826743;107.4928194;20.49694414;
124.4051067;16.68840599;107.5013527;20.49927757;
124.4063506;16.68881256;107.5027664;20.50145654;
124.4166436;16.68917885;107.5027941;20.50316925;
124.4490955;16.68943868;107.6731892;20.50371532;
124.4551901;16.68996411;107.673218;20.50526688;
124.4931728;16.69091547;107.7698738;20.50657858;
124.507946;16.69092883;107.7854803;20.50681501;
124.5099405;16.691775;107.7868772;20.50878238;
124.5157448;16.69178178;107.9825938;20.50911157;
124.5200185;16.69189175;108.003393;20.51036049;
124.5236129;16.69275715;108.0237659;20.51176151;
124.580269;16.69281205;108.0298149;20.51257886;
124.5807483;16.69315835;108.0304667;20.51438198;
124.5963213;16.69360068;108.0516003;20.51567375;
124.7030937;16.69431293;108.0516036;20.51579106;
124.7385929;16.69537617;108.0516108;20.51602961;
124.7464561;16.69588784;108.0516193;20.51667215;
124.7533734;16.69594453;108.0530685;20.51670259;
124.7538805;16.69599344;108.0592934;20.51757287;
124.7797462;16.69652541;108.0684159;20.51856322;
124.7800846;16.69683792;108.0899421;20.51912807;
124.8415028;16.69702559;108.091622;20.52030574;
124.8678669;16.69763897;108.1502497;20.52050775;
124.8719964;16.6977206;108.1507334;20.52100957;
124.8793745;16.6981185;108.1507382;20.52233068;
124.9887142;16.69871481;108.1575069;20.52392343;
125.0099809;16.69875791;108.1591241;20.52723475;
125.3156068;16.69953503;108.1647566;20.5275904;
125.3231131;16.70018925;108.1647771;20.53085038;
125.3232094;16.70085661;108.1650608;20.53247754;
125.4140359;16.70089634;108.1650761;20.53529935;
125.4143798;16.7009153;108.1747492;20.53580966;
125.5099667;16.70159783;108.2029486;20.53625625;
125.6767034;16.70182127;108.231889;20.5387777;
125.6767266;16.70191571;108.2349763;20.5402122;
125.7432239;16.70223584;108.236607;20.54143205;
125.7542672;16.70285043;108.2389168;20.54245659;
125.7823586;16.70349057;108.2389365;20.54275079;
125.797424;16.70360142;108.2390554;20.54482237;
125.8098618;16.70361118;108.4824418;20.54489477;
125.8099525;16.70381949;108.6115191;20.54613043;
125.8099832;16.70386847;108.6952684;20.5508302;
125.8378274;16.70435273;108.6952797;20.55149768;
125.8383469;16.70581034;108.6952918;20.55345602;
125.8490895;16.70591881;108.6977838;20.55412489;
125.9407361;16.70597826;108.6997141;20.55645683;
126.0911033;16.70622607;108.7008242;20.55733397;
126.1013578;16.70673724;108.7283499;20.55755245;
126.4572771;16.7067491;108.7301619;20.559085;
126.4719009;16.70743941;108.7448305;20.55974953;
126.6766624;16.70744717;108.7665596;20.56066238;
126.7222919;16.70753538;108.7753581;20.560824;
126.7295194;16.70766477;108.8628557;20.56441561;
126.7423764;16.70809715;108.8737771;20.56518515;
126.7714215;16.70981745;108.8741434;20.56534216;
126.7714332;16.70991135;108.922516;20.56637481;
126.8373253;16.70995513;108.9267328;20.56671026;
126.8392691;16.71090879;108.9461739;20.56707694;
126.8428446;16.71102027;108.9804008;20.56847818;
126.8567221;16.71122555;108.9927582;20.56936977;
126.8579749;16.71130424;108.9927864;20.57113391;
126.9259627;16.71305729;108.9961914;20.57188459;
127.0302716;16.71305835;109.0836387;20.57216826;
127.0440714;16.7134267;109.1808015;20.57268811;
127.0671376;16.71364259;109.1808497;20.5732627;
127.0675369;16.71392531;109.1857688;20.57415605;
127.2237119;16.71404153;109.1857856;20.57463788;
127.2239281;16.71481014;109.2457261;20.57526922;
127.2414047;16.71485692;109.3765638;20.57601828;
127.2532395;16.7149419;109.4457583;20.57607315;
127.2585433;16.71509765;109.4458002;20.57672259;
127.2663453;16.71520307;109.4499869;20.57675434;
127.2663542;16.71530814;109.4580172;20.5787302;
127.3084767;16.7160302;109.4580245;20.580686;
127.3087883;16.71628346;109.458284;20.58107231;
127.3109013;16.7163144;109.4586497;20.58253284;
127.310927;16.71633851;109.4999281;20.58614567;
127.3109296;16.7163514;109.5021854;20.58694243;
127.3123818;16.7170076;109.5228475;20.58703154;
127.3596643;16.71708062;109.5229103;20.58709427;
127.3623081;16.71712287;109.5579957;20.58892918;
127.3746599;16.71735066;109.5580029;20.59069897;
127.3771676;16.71770601;109.5580904;20.59171239;
127.440423;16.71820758;109.6091152;20.59181031;
127.442766;16.7183903;109.6163511;20.5930838;
127.4795177;16.71870003;109.6797172;20.5945462;
127.5565179;16.71928071;109.7002043;20.59540162;
127.5591921;16.71952136;109.7107749;20.596075;
127.5670998;16.71998439;109.7153008;20.59610699;
127.5671354;16.72053265;109.7189158;20.59673703;
127.5681585;16.72099864;109.7572938;20.59700925;
127.5682821;16.72133892;109.7776463;20.60071833;
127.8973444;16.72142697;109.7830501;20.60461181;
127.9345776;16.72217948;109.8298865;20.60667454;
127.9396937;16.72223687;109.833612;20.60696543;
127.9431893;16.72294067;109.8364332;20.6098427;
127.9433024;16.72310149;109.8594805;20.61165846;
127.9586353;16.72461176;109.8781772;20.61177929;
127.9649165;16.72842948;109.8790441;20.61317777;
127.9649182;16.72872893;109.9628398;20.61352551;
127.9852436;16.7288244;110.0326899;20.61402393;
127.9920935;16.72912079;110.0339828;20.61506864;
127.9920965;16.72927242;110.033991;20.61560535;
128.023382;16.72963378;110.0348021;20.61628944;
128.0234365;16.73025873;110.0363379;20.61693231;
128.0298427;16.73065817;110.0425317;20.61769793;
128.0357871;16.73142172;110.1335123;20.61856468;
128.0379755;16.73396853;110.1336325;20.62028503;
128.038683;16.73426982;110.1548991;20.62159059;
128.0406184;16.7343155;110.1549319;20.62201335;
128.0565474;16.73448456;110.1549541;20.62619726;
128.0571477;16.735298;110.1550135;20.62634458;
128.070226;16.73606271;110.1957325;20.626607;
128.1600425;16.73666909;110.2017651;20.62732761;
128.1944969;16.73909408;110.2017685;20.62978721;
128.2133018;16.73918712;110.201807;20.63047977;
128.2140969;16.73953499;110.2048872;20.63136446;
128.2181414;16.73971942;110.2151416;20.63144441;
128.2181468;16.74057938;110.571061;20.63145905;
128.3221709;16.74343761;110.5712986;20.6314648;
128.3234388;16.74558092;110.6169282;20.63243004;
128.3235282;16.74711493;110.6188447;20.63427666;
128.3235575;16.75076843;110.6188477;20.63500766;
128.3235756;16.75250412;110.6193354;20.63847935;
128.3695023;16.75324986;110.635399;20.63944238;
128.3777867;16.75459062;110.7452254;20.63999863;
128.4029336;16.75480622;110.7523707;20.64050624;
128.402961;16.75898799;110.7525183;20.64199463;
128.4030842;16.76001197;110.752761;20.64288583;
128.4047942;16.76031225;110.7528411;20.64578524;
128.4062461;16.76350206;110.7550581;20.64610513;
128.4062522;16.7654933;110.7569742;20.64781567;
128.4067372;16.76588412;110.7588808;20.64811336;
128.4074598;16.76697781;110.7955059;20.64915758;
128.4158986;16.76931241;110.7992096;20.65174842;
128.4182924;16.76953207;110.8007424;20.65353641;
128.4184168;16.76955001;110.8010101;20.6535911;
128.4184978;16.76988018;110.8031508;20.6552532;
128.418508;16.77190912;110.808702;20.65545135;
128.4207078;16.7726796;110.8087475;20.6563813;
128.4208256;16.77357383;110.8093661;20.6574339;
